method,acc_cat,mae_cont,nmae_cont,na_ratio,run,dataset
MissForest,0.5907692307692308,333.5735836156342,0.0790899073202598,0.01,4.0,TCGA-LUAD
MissForest,0.5883744087627583,262.567828503205,0.1046860060329408,0.25,6.0,TCGA-LUAD
MissForest,0.5807644882860666,147.1314545524298,0.0863253504640893,0.05,8.0,TCGA-LUAD
MissForest,0.583307283526102,205.4310958563766,0.0973273468585575,0.1,0.0,TCGA-LUAD
MissForest,0.5912358567231356,278.962305789054,0.1127120414576905,0.5,7.0,TCGA-LUAD
MissForest,0.5863565891472868,204.99534434479716,0.1051642382129081,0.1,7.0,TCGA-LUAD
MissForest,0.5993710691823899,199.2554305377461,0.0877296943957299,0.05,9.0,TCGA-LUAD
MissForest,0.5805231641979199,299.22373179151424,0.0924724526717074,0.1,1.0,TCGA-LUAD
MissForest,0.5552238805970149,26.392240578816704,0.0766684119344221,0.01,3.0,TCGA-LUAD
MissForest,0.5959790862691398,263.56018633125245,0.1095316175838581,0.5,9.0,TCGA-LUAD
MissForest,0.5924764890282131,130.20086051220653,0.0609309324560095,0.01,1.0,TCGA-LUAD
MissForest,0.5954389253358325,296.82839614692506,0.103470017645302,0.1,2.0,TCGA-LUAD
MissForest,0.600375234521576,302.29409557351903,0.1016554612057329,0.1,6.0,TCGA-LUAD
MissForest,0.5885799775589079,209.08857624018492,0.1045827832041357,0.25,4.0,TCGA-LUAD
MissForest,0.5961958216401622,246.37897416498765,0.1007692314994775,0.1,3.0,TCGA-LUAD
MissForest,0.5908240867722229,276.39718149380843,0.1024862037476319,0.25,2.0,TCGA-LUAD
MissForest,0.6222910216718266,130.37849962457443,0.0880037666288694,0.01,2.0,TCGA-LUAD
MissForest,0.5936527691350342,320.9397206143168,0.0980310777949184,0.1,4.0,TCGA-LUAD
MissForest,0.5916682304372303,277.849006583257,0.1112967089250537,0.5,8.0,TCGA-LUAD
MissForest,0.5977125808055693,239.6806987221752,0.1050192653110966,0.25,3.0,TCGA-LUAD
MissForest,0.5967701552328493,282.23876279377845,0.1081512999539251,0.25,5.0,TCGA-LUAD
MissForest,0.5877719429857464,248.13054539243484,0.1072814309105653,0.25,8.0,TCGA-LUAD
MissForest,0.5898721484081223,290.66218603914706,0.1150604496559179,0.5,6.0,TCGA-LUAD
MissForest,0.5805432722678459,183.2294899996569,0.0806751508583015,0.05,7.0,TCGA-LUAD
MissForest,0.6037735849056604,115.83811414862896,0.071572100824512,0.01,9.0,TCGA-LUAD
MissForest,0.5864197530864198,207.7450281194545,0.0658315208255379,0.01,8.0,TCGA-LUAD
MissForest,0.591047939654635,286.24511932331063,0.12046530140104,0.5,3.0,TCGA-LUAD
MissForest,0.5961719485409476,172.714934001283,0.1001282037401469,0.1,9.0,TCGA-LUAD
MissForest,0.6045792079207921,330.09099597179096,0.0993027741345069,0.05,0.0,TCGA-LUAD
MissForest,0.5944099378881987,283.69819161609075,0.1132947503231982,0.5,4.0,TCGA-LUAD
MissForest,0.595120733761777,277.6105408312661,0.1137959316587616,0.5,2.0,TCGA-LUAD
MissForest,0.600994406463642,220.8580045059979,0.0921019725103515,0.05,1.0,TCGA-LUAD
MissForest,0.5939446797906803,255.00051304273623,0.1029823725780034,0.25,0.0,TCGA-LUAD
MissForest,0.5838509316770186,245.0957637557588,0.0919253822019266,0.01,7.0,TCGA-LUAD
MissForest,0.5966646077825818,178.6623151144513,0.0885545049281264,0.05,2.0,TCGA-LUAD
MissForest,0.5525525525525525,235.77334793628776,0.0806983373114165,0.01,0.0,TCGA-LUAD
MissForest,0.5942219715485367,287.0417684033227,0.113165589679727,0.5,1.0,TCGA-LUAD
MissForest,0.589631480324797,231.09789449715413,0.0983489345493301,0.05,3.0,TCGA-LUAD
MissForest,0.5946852104805662,272.0246629972203,0.1143229976899194,0.5,5.0,TCGA-LUAD
MissForest,0.5913239154894362,266.8493978051752,0.1143395663601784,0.5,0.0,TCGA-LUAD
MissForest,0.6122071516646116,240.9331887059912,0.0851290475417448,0.05,4.0,TCGA-LUAD
MissForest,0.629746835443038,147.95544036943156,0.0739890568742038,0.01,6.0,TCGA-LUAD
MissForest,0.5896637608966376,235.30929460722092,0.0951106328577065,0.1,8.0,TCGA-LUAD
MissForest,0.6076826196473551,250.50458406575987,0.1187728330352508,0.05,5.0,TCGA-LUAD
MissForest,0.5953828968598734,266.30423159812426,0.1077725681979279,0.25,9.0,TCGA-LUAD
MissForest,0.59104589917231,244.44079737786967,0.1077297722712422,0.25,1.0,TCGA-LUAD
MissForest,0.59,125.84827339987858,0.0871900379585133,0.05,6.0,TCGA-LUAD
MissForest,0.5077881619937694,293.33596534563804,0.0852568923254717,0.01,5.0,TCGA-LUAD
MissForest,0.6068986948415165,191.6085212913544,0.1027740516274201,0.1,5.0,TCGA-LUAD
KNN,0.5271163196608901,232.2332508486744,0.1076004473684412,0.25,2.0,TCGA-LUAD
KNN,0.5728245985310594,297.5015390234942,0.124928296842895,0.5,9.0,TCGA-LUAD
KNN,0.5242036619011788,237.42543352443607,0.1143092549393658,0.25,1.0,TCGA-LUAD
KNN,0.5560248447204968,296.3496077921217,0.1227602064903163,0.5,4.0,TCGA-LUAD
KNN,0.5512182993535555,234.15695803032352,0.1170852665788675,0.25,3.0,TCGA-LUAD
KNN,0.5333499563645431,215.1123795087565,0.1175645234108417,0.25,4.0,TCGA-LUAD
KNN,0.5635203602927379,304.2356091236465,0.1215200131405144,0.5,8.0,TCGA-LUAD
KNN,0.5329243865798698,239.8285446307761,0.1139480928786153,0.25,5.0,TCGA-LUAD
KNN,0.5392083644510829,247.37339142330205,0.1162494527475131,0.25,6.0,TCGA-LUAD
KNN,0.5604800900168782,307.3717183443594,0.1263624569761414,0.5,7.0,TCGA-LUAD
KNN,0.5402973884793203,273.17911613588774,0.1153349007909501,0.25,7.0,TCGA-LUAD
KNN,0.5260065016254063,207.17361785282756,0.1178245495449231,0.25,8.0,TCGA-LUAD
KNN,0.5260022340821646,257.9915873869245,0.1150578338525724,0.25,9.0,TCGA-LUAD
KNN,0.5682501880170469,307.017887924559,0.1267389363954195,0.5,6.0,TCGA-LUAD
KNN,0.5286568651881386,252.86999073231576,0.1122633903284329,0.25,0.0,TCGA-LUAD
KNN,0.5685905872031084,313.9511668260616,0.1219428820353169,0.5,1.0,TCGA-LUAD
KNN,0.5669315782938036,301.8084717259697,0.1222168484052594,0.5,5.0,TCGA-LUAD
KNN,0.574655269233169,319.1562458188826,0.1252392928139525,0.5,2.0,TCGA-LUAD
KNN,0.5708496976497724,289.8356351142706,0.126042462101187,0.5,3.0,TCGA-LUAD
KNN,0.5695086885860733,289.0160292897415,0.1265678681113932,0.5,0.0,TCGA-LUAD
KNN,0.5015015015015015,329.9374694355651,0.1131873399739011,0.01,0.0,TCGA-LUAD
KNN,0.5258186397984886,254.54140868745048,0.135877888866983,0.05,5.0,TCGA-LUAD
KNN,0.5235148514851485,394.7993734758456,0.1201824738695816,0.05,0.0,TCGA-LUAD
KNN,0.530188679245283,222.0585751484625,0.1078617451843193,0.05,9.0,TCGA-LUAD
KNN,0.5061652281134402,192.15979870700272,0.1295732000061263,0.05,8.0,TCGA-LUAD
KNN,0.5097915350600126,239.68865125897256,0.1050341193711194,0.05,7.0,TCGA-LUAD
KNN,0.51125,154.056954270014,0.1193623001470413,0.05,6.0,TCGA-LUAD
KNN,0.4932182490752158,321.0400441728568,0.121833355888439,0.05,4.0,TCGA-LUAD
KNN,0.5146783260462211,240.87296262675804,0.1176274140419009,0.05,3.0,TCGA-LUAD
KNN,0.5293390982087709,219.41597864603423,0.1186563666355838,0.05,2.0,TCGA-LUAD
KNN,0.5226848974518334,249.78242614389944,0.1104925715500097,0.05,1.0,TCGA-LUAD
KNN,0.5377358490566038,134.35893796670453,0.0901298293294312,0.01,9.0,TCGA-LUAD
KNN,0.5124487866372518,289.32727492699985,0.1139177848757833,0.1,1.0,TCGA-LUAD
KNN,0.4938271604938271,410.4207735914284,0.1471865459547904,0.01,8.0,TCGA-LUAD
KNN,0.5403726708074534,348.6706528602329,0.120701675216809,0.01,7.0,TCGA-LUAD
KNN,0.5727848101265823,249.50316871655156,0.1385069949045357,0.01,6.0,TCGA-LUAD
KNN,0.4890965732087227,426.0209313918998,0.1086260187144128,0.01,5.0,TCGA-LUAD
KNN,0.4892307692307692,328.18320958627936,0.1081464883019725,0.01,4.0,TCGA-LUAD
KNN,0.5223880597014925,79.91823182737174,0.1151130829540833,0.01,3.0,TCGA-LUAD
KNN,0.5356037151702786,276.10188179220785,0.1195423595951357,0.01,2.0,TCGA-LUAD
KNN,0.5078369905956113,205.9878148875341,0.1054889030002498,0.01,1.0,TCGA-LUAD
KNN,0.5220381369177868,187.75231604260776,0.1158540351612972,0.1,0.0,TCGA-LUAD
KNN,0.5220633934120572,181.98009997998352,0.1095984245033403,0.1,5.0,TCGA-LUAD
KNN,0.493953488372093,212.0489977511015,0.1227959882453647,0.1,7.0,TCGA-LUAD
KNN,0.5032946344524631,150.2171527275527,0.1190469327082972,0.1,9.0,TCGA-LUAD
KNN,0.5313964386129335,300.15966886013945,0.1261304475238065,0.1,2.0,TCGA-LUAD
KNN,0.5156347717323327,241.22548759866245,0.1163549249592094,0.1,6.0,TCGA-LUAD
KNN,0.5366386030558155,259.54671827254106,0.1153025081511611,0.1,3.0,TCGA-LUAD
KNN,0.5336239103362391,231.8603388951827,0.1139453225567915,0.1,8.0,TCGA-LUAD
KNN,0.5308027380211574,292.6178325229822,0.1051579450169377,0.1,4.0,TCGA-LUAD
AutoComplete,0.5077213993066498,385.4082648085957,0.1255437571102197,0.1,1.0,TCGA-LUAD
AutoComplete,0.490566037735849,186.62913407764356,0.1107276407194898,0.01,9.0,TCGA-LUAD
AutoComplete,0.5129192546583851,308.00975927895576,0.1285702626096446,0.5,4.0,TCGA-LUAD
AutoComplete,0.5030864197530864,371.77335385366,0.1696795169435793,0.01,8.0,TCGA-LUAD
AutoComplete,0.5168855534709194,361.1652522274623,0.1286243694631533,0.1,6.0,TCGA-LUAD
AutoComplete,0.5341614906832298,426.8050475359101,0.1370260527399737,0.01,7.0,TCGA-LUAD
AutoComplete,0.5253321743449646,298.0505566675815,0.1279723007311737,0.5,5.0,TCGA-LUAD
AutoComplete,0.5213813738935295,337.70081563810203,0.1254978590852787,0.25,2.0,TCGA-LUAD
AutoComplete,0.5411392405063291,215.2938037639229,0.118936982844195,0.01,6.0,TCGA-LUAD
AutoComplete,0.4330218068535825,464.5431327804563,0.1360105956776143,0.01,5.0,TCGA-LUAD
AutoComplete,0.5177989471045374,307.1619588256549,0.1262729788644073,0.5,6.0,TCGA-LUAD
AutoComplete,0.5164266566922262,300.1147235871776,0.1297084532173067,0.5,3.0,TCGA-LUAD
AutoComplete,0.5029457364341086,276.6857065026533,0.135484351597528,0.1,7.0,TCGA-LUAD
AutoComplete,0.4892307692307692,574.4488425054508,0.1279345147741307,0.01,4.0,TCGA-LUAD
AutoComplete,0.51628430330687,306.71030599755505,0.1283466145563478,0.5,7.0,TCGA-LUAD
AutoComplete,0.4925373134328358,61.60380401898038,0.1229958469575827,0.01,3.0,TCGA-LUAD
AutoComplete,0.5127915726109857,291.9439011589137,0.1305843430557219,0.25,1.0,TCGA-LUAD
AutoComplete,0.5203602927378495,295.12862768723176,0.1263189470500908,0.5,8.0,TCGA-LUAD
AutoComplete,0.5077399380804953,195.4390653234064,0.1276067823055112,0.01,2.0,TCGA-LUAD
AutoComplete,0.5171232876712328,319.78012599334505,0.1278966474608187,0.1,8.0,TCGA-LUAD
AutoComplete,0.54858934169279,230.2306196008745,0.1050510739299123,0.01,1.0,TCGA-LUAD
AutoComplete,0.5204157848873397,294.22597433206965,0.1271264982760233,0.5,9.0,TCGA-LUAD
AutoComplete,0.5152268489745183,242.03714833555335,0.1264982906614486,0.1,5.0,TCGA-LUAD
AutoComplete,0.525236200895077,287.2670188725375,0.1282294787144977,0.25,3.0,TCGA-LUAD
AutoComplete,0.5433168316831684,451.1482613522785,0.1367663360263457,0.05,0.0,TCGA-LUAD
AutoComplete,0.5332504661280298,296.9031557622942,0.1253745885354052,0.05,1.0,TCGA-LUAD
AutoComplete,0.5108289768483943,305.4591229941427,0.1274153871951547,0.25,6.0,TCGA-LUAD
AutoComplete,0.5148483901219131,284.34323451466645,0.1280990686714153,0.1,0.0,TCGA-LUAD
AutoComplete,0.5140210315473209,331.3933818925996,0.1311734885523748,0.25,5.0,TCGA-LUAD
AutoComplete,0.5163522012578616,287.5085986751675,0.1226925394059992,0.05,9.0,TCGA-LUAD
AutoComplete,0.5215544170935899,337.9098098942967,0.1311475172413646,0.25,7.0,TCGA-LUAD
AutoComplete,0.5220243673851921,375.39659874959705,0.1362864349530465,0.1,2.0,TCGA-LUAD
AutoComplete,0.5203452527743526,255.0070178156878,0.1343564428573441,0.05,8.0,TCGA-LUAD
AutoComplete,0.5090022505626407,300.414733139083,0.131034723623212,0.25,8.0,TCGA-LUAD
AutoComplete,0.5161086544535691,275.02272133592106,0.1143462810087276,0.05,7.0,TCGA-LUAD
AutoComplete,0.5179295291549735,305.3434026479699,0.1263911757060102,0.1,3.0,TCGA-LUAD
AutoComplete,0.511875,226.2767938610668,0.1297227868290566,0.05,6.0,TCGA-LUAD
AutoComplete,0.5112324686607919,307.1064801208217,0.1289070337417862,0.25,9.0,TCGA-LUAD
AutoComplete,0.5163944645306071,247.46415286028537,0.1278395240269197,0.25,4.0,TCGA-LUAD
AutoComplete,0.5251889168765743,286.32556265404014,0.1395780172274713,0.05,5.0,TCGA-LUAD
AutoComplete,0.5149042987135237,235.88541916152784,0.1355041686001849,0.1,9.0,TCGA-LUAD
AutoComplete,0.5171896487060883,290.42448874529714,0.1288293837249034,0.5,0.0,TCGA-LUAD
AutoComplete,0.5221948212083847,390.36023828882736,0.1262828866091489,0.05,4.0,TCGA-LUAD
AutoComplete,0.5259212991880075,343.9974149636132,0.1368005462049638,0.05,3.0,TCGA-LUAD
AutoComplete,0.5160744500846024,320.499041075205,0.1296091887249207,0.5,1.0,TCGA-LUAD
AutoComplete,0.5242688238954574,397.67376635800633,0.1272302645726556,0.1,4.0,TCGA-LUAD
AutoComplete,0.525633106856084,300.2597550052401,0.1288517598013066,0.05,2.0,TCGA-LUAD
AutoComplete,0.5015015015015015,453.8696337412968,0.1366649369673678,0.01,0.0,TCGA-LUAD
AutoComplete,0.5207462407187871,309.0012675694185,0.127662035979777,0.5,2.0,TCGA-LUAD
AutoComplete,0.5100922003488662,303.00921121912097,0.1248082200246282,0.25,0.0,TCGA-LUAD
POME,0.8707438934122872,161.89637594655795,0.1003290595850912,0.5,9.0,HANCOCK
POME,0.8773369813041496,153.01253552203718,0.0942929467413728,0.05,4.0,HANCOCK
POME,0.8595862068965517,164.13432344987262,0.0971487193401466,0.25,7.0,HANCOCK
POME,0.8828413284132841,107.30735611718607,0.0856274443717937,0.05,7.0,HANCOCK
POME,0.877879544823758,161.67728713319468,0.0953046243686242,0.25,8.0,HANCOCK
POME,0.8583529411764705,146.78006766824552,0.093246965375785,0.05,6.0,HANCOCK
POME,0.8625989753143922,173.3677568890038,0.1060925185008351,0.05,5.0,HANCOCK
POME,0.8676321372567106,161.92044539486116,0.0981190516267726,0.25,9.0,HANCOCK
POME,0.8695972382048331,170.76627469989435,0.1028592782631482,0.5,0.0,HANCOCK
POME,0.8697299857887257,133.20153169913863,0.0865523593282052,0.05,9.0,HANCOCK
POME,0.8713235294117647,141.92690156236,0.0960793944690945,0.05,3.0,HANCOCK
POME,0.8689814814814815,161.07328846080722,0.0935430471158931,0.05,2.0,HANCOCK
POME,0.8582030706433508,170.83532575923292,0.1021108372758069,0.5,1.0,HANCOCK
POME,0.8643356643356643,155.58744953793504,0.0943835805861766,0.05,1.0,HANCOCK
POME,0.8634328702635344,167.62944555574018,0.100723517616337,0.5,2.0,HANCOCK
POME,0.8405456255879586,166.91843001405502,0.0949570522742844,0.05,0.0,HANCOCK
POME,0.8672897196261682,138.21953661880127,0.0905313237298706,0.05,8.0,HANCOCK
POME,0.8747232472324723,150.3811698114512,0.0961002724283432,0.25,6.0,HANCOCK
POME,0.8611802674043338,166.71313676210335,0.1017811364313577,0.5,3.0,HANCOCK
POME,0.8858520900321544,159.50553486219593,0.0943233123504181,0.1,5.0,HANCOCK
POME,0.8574727507851468,170.87695005169024,0.0985618892241957,0.25,0.0,HANCOCK
POME,0.8816178141331515,156.14814272982508,0.0950508160935471,0.1,8.0,HANCOCK
POME,0.8609364081062194,153.9135219063627,0.0999457053568371,0.1,7.0,HANCOCK
POME,0.8712880389813368,162.9982652001361,0.0989122895664981,0.25,1.0,HANCOCK
POME,0.8528937053262624,149.7039103197881,0.0942754517897881,0.1,6.0,HANCOCK
POME,0.858081836696908,173.31424602398457,0.0999006326484336,0.25,2.0,HANCOCK
POME,0.8806792106470858,168.30550230962373,0.0967583199195427,0.1,4.0,HANCOCK
POME,0.8583447021373352,137.97530802535164,0.0922521722362924,0.1,0.0,HANCOCK
POME,0.8709027650613441,164.18554161954438,0.0975693662881424,0.25,3.0,HANCOCK
POME,0.8667887388418403,149.69343845925275,0.093526860868087,0.1,3.0,HANCOCK
POME,0.8582248083494967,166.60371031348478,0.1007313519583645,0.25,4.0,HANCOCK
POME,0.8535506402793946,171.8875463551887,0.0986344686526287,0.1,2.0,HANCOCK
POME,0.8654944051153232,159.50663572821566,0.0923748481515807,0.1,1.0,HANCOCK
POME,0.8748498012755338,151.87949692133645,0.0970691444634224,0.25,5.0,HANCOCK
POME,0.8637413394919169,164.97971019614602,0.0931137589383067,0.01,9.0,HANCOCK
POME,0.8561690524880708,201.89282361860683,0.1029052813510034,0.1,9.0,HANCOCK
POME,0.8668070303917979,164.81112887242557,0.1007750767134853,0.5,6.0,HANCOCK
POME,0.8529411764705882,262.4438578670181,0.1088330560238049,0.01,2.0,HANCOCK
POME,0.8785871964679912,154.64287697314322,0.0988358439173327,0.01,0.0,HANCOCK
POME,0.8606038189467844,170.84669623676962,0.100899134566667,0.5,5.0,HANCOCK
POME,0.8606405628066278,168.3068490480646,0.1023078873359461,0.5,7.0,HANCOCK
POME,0.866822429906542,212.22211479524344,0.096009558587579,0.01,8.0,HANCOCK
POME,0.8706697459584296,174.47908407777484,0.1006204489498303,0.01,7.0,HANCOCK
POME,0.873589164785553,208.62953712641,0.1015676069885722,0.01,3.0,HANCOCK
POME,0.8729792147806005,134.67281340429756,0.090359339040142,0.01,6.0,HANCOCK
POME,0.8588278828807993,162.18323635697206,0.1016613618649786,0.5,4.0,HANCOCK
POME,0.8066037735849056,188.8847035091599,0.0995635913620835,0.01,5.0,HANCOCK
POME,0.8669724770642202,136.1978918536521,0.1047766606933158,0.01,4.0,HANCOCK
POME,0.8631661586773807,164.82086547186202,0.1009611822499273,0.5,8.0,HANCOCK
POME,0.8551068883610451,172.47881450510428,0.0852342437566316,0.01,1.0,HANCOCK
MissForest,0.8609655172413793,151.6693642557709,0.0915034983717924,0.25,7.0,HANCOCK
MissForest,0.8692660550458715,106.9649501082278,0.0859999954486875,0.01,4.0,HANCOCK
MissForest,0.8586715867158672,143.00205044089483,0.0912653308891848,0.25,6.0,HANCOCK
MissForest,0.8677570093457944,114.50501380871698,0.0763325011965134,0.05,8.0,HANCOCK
MissForest,0.8583447021373352,123.54283188159536,0.0836540953945475,0.1,0.0,HANCOCK
MissForest,0.8606405628066278,156.84560878873356,0.095155823952694,0.5,7.0,HANCOCK
MissForest,0.8634987188446308,137.08746838334656,0.0871413781543058,0.1,7.0,HANCOCK
MissForest,0.8465182378019895,115.99230665531746,0.0784949968486754,0.05,9.0,HANCOCK
MissForest,0.8666362183146837,139.33195560229848,0.0857305000222991,0.1,1.0,HANCOCK
MissForest,0.873589164785553,132.5820148176368,0.0737652342221633,0.01,3.0,HANCOCK
MissForest,0.8610751295336787,155.35011272235238,0.0957405526148649,0.5,9.0,HANCOCK
MissForest,0.8551068883610451,134.92211949401866,0.0620704221325861,0.01,1.0,HANCOCK
MissForest,0.8535506402793946,156.51545233362089,0.0893350948783291,0.1,2.0,HANCOCK
MissForest,0.8575051879179156,127.48246185136696,0.0843362941083671,0.1,6.0,HANCOCK
MissForest,0.8582248083494967,160.9587632130175,0.0954107256620295,0.25,4.0,HANCOCK
MissForest,0.8585488670176241,134.19656894756497,0.0862413026210554,0.1,3.0,HANCOCK
MissForest,0.858081836696908,159.7891180651106,0.0931534676401023,0.25,2.0,HANCOCK
MissForest,0.8552036199095022,204.30873492817045,0.0879371417237307,0.01,2.0,HANCOCK
MissForest,0.867370353373107,149.20352301694626,0.0887184688833807,0.1,4.0,HANCOCK
MissForest,0.8596564145192575,157.51901790961188,0.0963684530871035,0.5,8.0,HANCOCK
MissForest,0.8587255081486908,148.4304274706707,0.0897943770244632,0.25,3.0,HANCOCK
MissForest,0.858582124041039,147.61043624455124,0.0919517018829342,0.25,5.0,HANCOCK
MissForest,0.8566009806642613,154.49724077681654,0.0910382187391101,0.25,8.0,HANCOCK
MissForest,0.8595752471622117,155.8751163053671,0.0958033270944847,0.5,6.0,HANCOCK
MissForest,0.867619926199262,96.46183886626224,0.0756569920230843,0.05,7.0,HANCOCK
MissForest,0.8452655889145496,127.60765797319291,0.0742702568756424,0.01,9.0,HANCOCK
MissForest,0.8714953271028038,157.49394120723218,0.0682707905369746,0.01,8.0,HANCOCK
MissForest,0.8605348086675888,160.8874264078191,0.0963074648726591,0.5,3.0,HANCOCK
MissForest,0.8588957055214724,170.17001221576763,0.091514001370413,0.1,9.0,HANCOCK
MissForest,0.8405456255879586,145.94065448360718,0.0840486707445865,0.05,0.0,HANCOCK
MissForest,0.8588278828807993,153.61585503656377,0.0946395860865588,0.5,4.0,HANCOCK
MissForest,0.8606636820971985,155.54722865975071,0.0943037567462322,0.5,2.0,HANCOCK
MissForest,0.8652680652680653,130.556039612893,0.0807645503442124,0.05,1.0,HANCOCK
MissForest,0.8588583040827638,156.30378828329515,0.0929209500745445,0.25,0.0,HANCOCK
MissForest,0.8729792147806005,125.2879968556646,0.0770437581974242,0.01,7.0,HANCOCK
MissForest,0.8712962962962963,143.05133821787655,0.0836226954178742,0.05,2.0,HANCOCK
MissForest,0.8631346578366446,112.11017412713043,0.0752179088076649,0.01,0.0,HANCOCK
MissForest,0.8596409852033954,162.53746189542295,0.0966460953108152,0.5,1.0,HANCOCK
MissForest,0.8570772058823529,125.44873504603456,0.0840039972648167,0.05,3.0,HANCOCK
MissForest,0.8606038189467844,162.5726031099302,0.0963816617080973,0.5,5.0,HANCOCK
MissForest,0.861542002301496,157.4997913417377,0.0959598134208571,0.5,0.0,HANCOCK
MissForest,0.8609211126310989,129.51166300635313,0.0829273992161423,0.05,4.0,HANCOCK
MissForest,0.8614318706697459,122.35573446943182,0.0718030621170771,0.01,6.0,HANCOCK
MissForest,0.8618495796409907,141.90707780641654,0.0867025425036029,0.1,8.0,HANCOCK
MissForest,0.8630647414997671,147.95474154755868,0.0887452536250794,0.05,5.0,HANCOCK
